TS time deltat Energy E1 E2 E3 Dissipation Trd volume area area_n area_gn area_gp Lat_area Epress E_tension1 E_tension2 E_tension3 Ela_small P_tension1 P_tension2 P_tension3 pressure Zmax stress strain Diss1 Diss2 Diss3
6350 142.483 0.0251295 1.82669e-05 1.26451e-05 7.55109e-07 4.8667e-06 1.33985e-10 0.00197968 0.274837 2.28166 1.4517 2.31342 2.24763 0.936875 -8.36416 11.2382 11.5671 4.68437 0 -9.39808e-05 4.85692e-05 2.84883e-05 -37.5403 1 0 0 5.59688e-06 1.61882e-06 9.29841e-07
6355 142.609 0.0251295 1.8258e-05 1.26522e-05 7.57473e-07 4.84834e-06 1.33409e-10 0.00197968 0.274838 2.28166 1.4517 2.31342 2.24763 0.936875 -8.36415 11.2382 11.5671 4.68437 0 -9.39228e-05 4.8426e-05 2.85578e-05 -37.5403 1 0 0 5.60156e-06 1.62248e-06 9.28192e-07
6360 142.734 0.0251295 1.82493e-05 1.26594e-05 7.59845e-07 4.83007e-06 1.32836e-10 0.00197967 0.274837 2.28166 1.4517 2.31342 2.24763 0.936876 -8.36414 11.2382 11.5671 4.68438 0 -9.38651e-05 4.8283e-05 2.86274e-05 -37.5402 1 0 0 5.60627e-06 1.62614e-06 9.26556e-07
6365 142.86 0.0251295 1.82408e-05 1.26667e-05 7.62226e-07 4.8119e-06 1.32266e-10 0.00197967 0.274838 2.28166 1.4517 2.31342 2.24763 0.936877 -8.36414 11.2382 11.5671 4.68438 0 -9.38077e-05 4.81401e-05 2.86971e-05 -37.5402 1 0 0 5.611e-06 1.62981e-06 9.24933e-07
6370 142.986 0.0251295 1.82324e-05 1.2674e-05 7.64616e-07 4.79382e-06 1.31699e-10 0.00197967 0.274837 2.28166 1.4517 2.31342 2.24762 0.936877 -8.36413 11.2381 11.5671 4.68438 0 -9.37508e-05 4.79974e-05 2.87669e-05 -37.5401 1 0 0 5.61576e-06 1.63349e-06 9.23323e-07
6375 143.111 0.0251295 1.82242e-05 1.26814e-05 7.67014e-07 4.77583e-06 1.31135e-10 0.00197967 0.274837 2.28166 1.4517 2.31343 2.24762 0.936878 -8.36412 11.2381 11.5671 4.68439 0 -9.36942e-05 4.78549e-05 2.88369e-05 -37.5401 1 0 0 5.62055e-06 1.63718e-06 9.21726e-07
6380 143.237 0.0251295 1.82162e-05 1.26889e-05 7.69421e-07 4.75793e-06 1.30574e-10 0.00197967 0.274837 2.28166 1.4517 2.31343 2.24762 0.936879 -8.36411 11.2381 11.5671 4.68439 0 -9.3638e-05 4.77126e-05 2.89069e-05 -37.5401 1 0 0 5.62536e-06 1.64088e-06 9.20142e-07
6385 143.363 0.0251295 1.82083e-05 1.26964e-05 7.71837e-07 4.74013e-06 1.30016e-10 0.00197967 0.274838 2.28166 1.4517 2.31343 2.24762 0.93688 -8.36411 11.2381 11.5671 4.6844 0 -9.35822e-05 4.75704e-05 2.8977e-05 -37.54 1 0 0 5.6302e-06 1.64458e-06 9.1857e-07
6390 143.488 0.0251295 1.82006e-05 1.2704e-05 7.74262e-07 4.72242e-06 1.29461e-10 0.00197967 0.274838 2.28166 1.4517 2.31343 2.24761 0.93688 -8.3641 11.2381 11.5671 4.6844 0 -9.35268e-05 4.74285e-05 2.90472e-05 -37.54 1 0 0 5.63506e-06 1.6483e-06 9.17012e-07
6395 143.614 0.0251295 1.81931e-05 1.27116e-05 7.76695e-07 4.70479e-06 1.28908e-10 0.00197967 0.274838 2.28166 1.4517 2.31343 2.24761 0.936881 -8.36409 11.2381 11.5671 4.6844 0 -9.34717e-05 4.72867e-05 2.91176e-05 -37.54 1 0 0 5.63995e-06 1.65202e-06 9.15466e-07
6400 143.74 0.0251295 1.81857e-05 1.27193e-05 7.79138e-07 4.68726e-06 1.28359e-10 0.00197967 0.274837 2.28166 1.4517 2.31343 2.24761 0.936882 -8.36408 11.2381 11.5671 4.68441 0 -9.34171e-05 4.71451e-05 2.9188e-05 -37.5399 1 0 0 5.64487e-06 1.65576e-06 9.13932e-07
6405 143.865 0.0251295 1.81785e-05 1.27271e-05 7.81589e-07 4.66982e-06 1.27812e-10 0.00197967 0.274838 2.28166 1.4517 2.31343 2.24761 0.936883 -8.36408 11.2381 11.5672 4.68441 0 -9.33628e-05 4.70036e-05 2.92586e-05 -37.5399 1 0 0 5.64982e-06 1.6595e-06 9.12411e-07
6410 143.991 0.0251295 1.81714e-05 1.27349e-05 7.84049e-07 4.65247e-06 1.27269e-10 0.00197967 0.274838 2.28166 1.4517 2.31343 2.24761 0.936883 -8.36407 11.238 11.5672 4.68441 0 -9.33088e-05 4.68624e-05 2.93292e-05 -37.5399 1 0 0 5.65479e-06 1.66325e-06 9.10903e-07
6415 144.117 0.0251295 1.81645e-05 1.27428e-05 7.86518e-07 4.63521e-06 1.26728e-10 0.00197967 0.274837 2.28166 1.4517 2.31344 2.2476 0.936884 -8.36406 11.238 11.5672 4.68442 0 -9.32553e-05 4.67213e-05 2.93999e-05 -37.5398 1 0 0 5.65978e-06 1.66701e-06 9.09407e-07
6420 144.242 0.0251295 1.81578e-05 1.27508e-05 7.88996e-07 4.61803e-06 1.2619e-10 0.00197967 0.274838 2.28166 1.4517 2.31344 2.2476 0.936885 -8.36405 11.238 11.5672 4.68442 0 -9.32021e-05 4.65804e-05 2.94708e-05 -37.5398 1 0 0 5.6648e-06 1.67078e-06 9.07923e-07
6425 144.368 0.0251295 1.81512e-05 1.27588e-05 7.91483e-07 4.60095e-06 1.25655e-10 0.00197967 0.274838 2.28166 1.4517 2.31344 2.2476 0.936885 -8.36405 11.238 11.5672 4.68442 0 -9.31493e-05 4.64397e-05 2.95417e-05 -37.5398 1 0 0 5.66985e-06 1.67456e-06 9.06451e-07
6430 144.493 0.0251295 1.81448e-05 1.27669e-05 7.93979e-07 4.58395e-06 1.25122e-10 0.00197967 0.274837 2.28166 1.4517 2.31344 2.2476 0.936886 -8.36404 11.238 11.5672 4.68443 0 -9.30969e-05 4.62992e-05 2.96128e-05 -37.5397 1 0 0 5.67493e-06 1.67834e-06 9.04992e-07
6435 144.619 0.0251295 1.81386e-05 1.2775e-05 7.96484e-07 4.56704e-06 1.24592e-10 0.00197966 0.274837 2.28166 1.4517 2.31344 2.24759 0.936887 -8.36403 11.238 11.5672 4.68443 0 -9.30448e-05 4.61588e-05 2.9684e-05 -37.5397 1 0 0 5.68002e-06 1.68214e-06 9.03545e-07
6440 144.745 0.0251295 1.81325e-05 1.27832e-05 7.98998e-07 4.55022e-06 1.24066e-10 0.00197966 0.274837 2.28166 1.4517 2.31344 2.24759 0.936888 -8.36402 11.238 11.5672 4.68444 0 -9.29931e-05 4.60186e-05 2.97552e-05 -37.5397 1 0 0 5.68515e-06 1.68594e-06 9.0211e-07
6445 144.87 0.0251295 1.81265e-05 1.27915e-05 8.01521e-07 4.53348e-06 1.23541e-10 0.00197966 0.274837 2.28166 1.4517 2.31344 2.24759 0.936888 -8.36402 11.238 11.5672 4.68444 0 -9.29418e-05 4.58786e-05 2.98266e-05 -37.5396 1 0 0 5.6903e-06 1.68975e-06 9.00686e-07
6450 144.996 0.0251295 1.81207e-05 1.27999e-05 8.04053e-07 4.51683e-06 1.2302e-10 0.00197966 0.274838 2.28166 1.4517 2.31344 2.24759 0.936889 -8.36401 11.238 11.5672 4.68444 0 -9.28908e-05 4.57388e-05 2.9898e-05 -37.5396 1 0 0 5.69548e-06 1.69357e-06 8.99275e-07
6455 145.122 0.0251295 1.81151e-05 1.28083e-05 8.06594e-07 4.50026e-06 1.22501e-10 0.00197966 0.274837 2.28166 1.4517 2.31344 2.24758 0.93689 -8.364 11.2379 11.5672 4.68445 0 -9.28403e-05 4.55991e-05 2.99696e-05 -37.5396 1 0 0 5.70068e-06 1.6974e-06 8.97875e-07
6460 145.247 0.0251295 1.81097e-05 1.28167e-05 8.09144e-07 4.48378e-06 1.21985e-10 0.00197966 0.274837 2.28166 1.4517 2.31345 2.24758 0.936891 -8.36399 11.2379 11.5672 4.68445 0 -9.27901e-05 4.54596e-05 3.00413e-05 -37.5395 1 0 0 5.70591e-06 1.70124e-06 8.96488e-07
6465 145.373 0.0251295 1.81043e-05 1.28253e-05 8.11704e-07 4.46739e-06 1.21472e-10 0.00197966 0.274838 2.28166 1.4517 2.31345 2.24758 0.936891 -8.36399 11.2379 11.5672 4.68445 0 -9.27402e-05 4.53203e-05 3.01131e-05 -37.5395 1 0 0 5.71116e-06 1.70509e-06 8.95112e-07
6470 145.499 0.0251295 1.80992e-05 1.28338e-05 8.14273e-07 4.45107e-06 1.20961e-10 0.00197966 0.274838 2.28166 1.4517 2.31345 2.24758 0.936892 -8.36398 11.2379 11.5672 4.68446 0 -9.26908e-05 4.51812e-05 3.01849e-05 -37.5395 1 0 0 5.71644e-06 1.70895e-06 8.93747e-07
6475 145.624 0.0251295 1.80942e-05 1.28425e-05 8.1685e-07 4.43485e-06 1.20453e-10 0.00197966 0.274838 2.28166 1.4517 2.31345 2.24758 0.936893 -8.36397 11.2379 11.5672 4.68446 0 -9.26417e-05 4.50422e-05 3.02569e-05 -37.5394 1 0 0 5.72174e-06 1.71281e-06 8.92395e-07
6480 145.75 0.0251295 1.80893e-05 1.28512e-05 8.19438e-07 4.4187e-06 1.19948e-10 0.00197966 0.274837 2.28166 1.4517 2.31345 2.24757 0.936894 -8.36396 11.2379 11.5672 4.68447 0 -9.25929e-05 4.49035e-05 3.0329e-05 -37.5394 1 0 0 5.72707e-06 1.71669e-06 8.91053e-07
6485 145.876 0.0251295 1.80847e-05 1.286e-05 8.22034e-07 4.40264e-06 1.19445e-10 0.00197966 0.274837 2.28166 1.4517 2.31345 2.24757 0.936895 -8.36396 11.2379 11.5672 4.68447 0 -9.25446e-05 4.47649e-05 3.04012e-05 -37.5394 1 0 0 5.73242e-06 1.72057e-06 8.89724e-07
6490 146.001 0.0251295 1.80801e-05 1.28688e-05 8.2464e-07 4.38666e-06 1.18945e-10 0.00197966 0.274837 2.28166 1.4517 2.31345 2.24757 0.936895 -8.36395 11.2379 11.5673 4.68447 0 -9.24966e-05 4.46264e-05 3.04735e-05 -37.5393 1 0 0 5.7378e-06 1.72446e-06 8.88405e-07
6495 146.127 0.0251295 1.80757e-05 1.28777e-05 8.27255e-07 4.37077e-06 1.18447e-10 0.00197966 0.274838 2.28166 1.4517 2.31345 2.24757 0.936896 -8.36394 11.2378 11.5673 4.68448 0 -9.24489e-05 4.44882e-05 3.05459e-05 -37.5393 1 0 0 5.74321e-06 1.72836e-06 8.87098e-07
6500 146.253 0.0251295 1.80715e-05 1.28867e-05 8.29879e-07 4.35495e-06 1.17952e-10 0.00197966 0.274837 2.28166 1.4517 2.31345 2.24756 0.936897 -8.36393 11.2378 11.5673 4.68448 0 -9.24017e-05 4.43501e-05 3.06184e-05 -37.5393 1 0 0 5.74863e-06 1.73227e-06 8.85802e-07
6505 146.378 0.0251295 1.80674e-05 1.28957e-05 8.32513e-07 4.33922e-06 1.1746e-10 0.00197966 0.274837 2.28166 1.4517 2.31346 2.24756 0.936898 -8.36393 11.2378 11.5673 4.68448 0 -9.23548e-05 4.42122e-05 3.0691e-05 -37.5393 1 0 0 5.75409e-06 1.73619e-06 8.84518e-07
6510 146.504 0.0251295 1.80635e-05 1.29048e-05 8.35156e-07 4.32357e-06 1.1697e-10 0.00197966 0.274837 2.28166 1.4517 2.31346 2.24756 0.936898 -8.36392 11.2378 11.5673 4.68449 0 -9.23082e-05 4.40744e-05 3.07637e-05 -37.5392 1 0 0 5.75957e-06 1.74012e-06 8.83245e-07
6515 146.629 0.0251295 1.80598e-05 1.2914e-05 8.37808e-07 4.308e-06 1.16483e-10 0.00197965 0.274838 2.28166 1.4517 2.31346 2.24756 0.936899 -8.36391 11.2378 11.5673 4.68449 0 -9.22621e-05 4.39368e-05 3.08365e-05 -37.5392 1 0 0 5.76507e-06 1.74405e-06 8.81982e-07
6520 146.755 0.0251295 1.80561e-05 1.29232e-05 8.4047e-07 4.2925e-06 1.15998e-10 0.00197965 0.274838 2.28166 1.4517 2.31346 2.24755 0.9369 -8.36391 11.2378 11.5673 4.6845 0 -9.22163e-05 4.37994e-05 3.09094e-05 -37.5392 1 0 0 5.7706e-06 1.748e-06 8.80731e-07
6525 146.881 0.0251295 1.80527e-05 1.29324e-05 8.43141e-07 4.27709e-06 1.15516e-10 0.00197965 0.274837 2.28166 1.4517 2.31346 2.24755 0.936901 -8.3639 11.2378 11.5673 4.6845 0 -9.21708e-05 4.36622e-05 3.09825e-05 -37.5391 1 0 0 5.77615e-06 1.75195e-06 8.79491e-07
6530 147.006 0.0251295 1.80494e-05 1.29418e-05 8.45822e-07 4.26176e-06 1.15036e-10 0.00197965 0.274837 2.28166 1.4517 2.31346 2.24755 0.936901 -8.36389 11.2378 11.5673 4.6845 0 -9.21257e-05 4.35252e-05 3.10556e-05 -37.5391 1 0 0 5.78172e-06 1.75591e-06 8.78262e-07
6535 147.132 0.0251295 1.80462e-05 1.29512e-05 8.48512e-07 4.24651e-06 1.14559e-10 0.00197965 0.274838 2.28166 1.4517 2.31346 2.24755 0.936902 -8.36388 11.2378 11.5673 4.68451 0 -9.2081e-05 4.33883e-05 3.11288e-05 -37.5391 1 0 0 5.78733e-06 1.75988e-06 8.77043e-07
6540 147.258 0.0251295 1.80432e-05 1.29606e-05 8.51212e-07 4.23133e-06 1.14084e-10 0.00197965 0.274837 2.28166 1.4517 2.31346 2.24755 0.936903 -8.36388 11.2377 11.5673 4.68451 0 -9.20367e-05 4.32516e-05 3.12021e-05 -37.539 1 0 0 5.79295e-06 1.76386e-06 8.75835e-07
6545 147.383 0.0251295 1.80403e-05 1.29702e-05 8.53922e-07 4.21624e-06 1.13612e-10 0.00197965 0.274838 2.28166 1.4517 2.31346 2.24754 0.936904 -8.36387 11.2377 11.5673 4.68452 0 -9.19927e-05 4.3115e-05 3.12756e-05 -37.539 1 0 0 5.7986e-06 1.76785e-06 8.74639e-07
6550 147.509 0.0251295 1.80376e-05 1.29798e-05 8.56641e-07 4.20122e-06 1.13142e-10 0.00197965 0.274837 2.28166 1.4517 2.31347 2.24754 0.936905 -8.36386 11.2377 11.5673 4.68452 0 -9.1949e-05 4.29787e-05 3.13491e-05 -37.539 1 0 0 5.80427e-06 1.77185e-06 8.73452e-07
6555 147.635 0.0251295 1.8035e-05 1.29894e-05 8.59369e-07 4.18628e-06 1.12675e-10 0.00197965 0.274838 2.28166 1.4517 2.31347 2.24754 0.936905 -8.36385 11.2377 11.5673 4.68452 0 -9.19058e-05 4.28425e-05 3.14228e-05 -37.5389 1 0 0 5.80997e-06 1.77585e-06 8.72277e-07
6560 147.76 0.0251295 1.80326e-05 1.29991e-05 8.62108e-07 4.17141e-06 1.1221e-10 0.00197965 0.274838 2.28166 1.4517 2.31347 2.24754 0.936906 -8.36385 11.2377 11.5673 4.68453 0 -9.18629e-05 4.27064e-05 3.14965e-05 -37.5389 1 0 0 5.81569e-06 1.77987e-06 8.71112e-07
6565 147.886 0.0251295 1.80304e-05 1.30089e-05 8.64856e-07 4.15663e-06 1.11747e-10 0.00197965 0.274838 2.28166 1.4517 2.31347 2.24753 0.936907 -8.36384 11.2377 11.5673 4.68453 0 -9.18203e-05 4.25706e-05 3.15703e-05 -37.5389 1 0 0 5.82144e-06 1.78389e-06 8.69957e-07
6570 148.012 0.0251295 1.80282e-05 1.30187e-05 8.67613e-07 4.14191e-06 1.11287e-10 0.00197965 0.274838 2.28166 1.4517 2.31347 2.24753 0.936908 -8.36383 11.2377 11.5673 4.68454 0 -9.17781e-05 4.24349e-05 3.16443e-05 -37.5388 1 0 0 5.82721e-06 1.78792e-06 8.68813e-07
6575 148.137 0.0251295 1.80263e-05 1.30286e-05 8.7038e-07 4.12728e-06 1.1083e-10 0.00197965 0.274837 2.28166 1.4517 2.31347 2.24753 0.936909 -8.36382 11.2377 11.5673 4.68454 0 -9.17363e-05 4.22994e-05 3.17183e-05 -37.5388 1 0 0 5.83301e-06 1.79196e-06 8.67679e-07
6580 148.263 0.0251295 1.80244e-05 1.30386e-05 8.73158e-07 4.11272e-06 1.10374e-10 0.00197965 0.274838 2.28166 1.4517 2.31347 2.24753 0.936909 -8.36382 11.2377 11.5674 4.68454 0 -9.16948e-05 4.2164e-05 3.17925e-05 -37.5388 1 0 0 5.83882e-06 1.79601e-06 8.66556e-07
6585 148.389 0.0251295 1.80228e-05 1.30486e-05 8.75944e-07 4.09823e-06 1.09921e-10 0.00197965 0.274838 2.28166 1.4517 2.31347 2.24752 0.93691 -8.36381 11.2376 11.5674 4.68455 0 -9.16537e-05 4.20289e-05 3.18668e-05 -37.5387 1 0 0 5.84467e-06 1.80007e-06 8.65443e-07
6590 148.514 0.0251295 1.80212e-05 1.30587e-05 8.78741e-07 4.08382e-06 1.09471e-10 0.00197965 0.274837 2.28166 1.4517 2.31347 2.24752 0.936911 -8.3638 11.2376 11.5674 4.68455 0 -9.16129e-05 4.18939e-05 3.19411e-05 -37.5387 1 0 0 5.85053e-06 1.80413e-06 8.6434e-07
6595 148.64 0.0251295 1.80198e-05 1.30688e-05 8.81547e-07 4.06949e-06 1.09022e-10 0.00197964 0.274838 2.28166 1.4517 2.31348 2.24752 0.936912 -8.3638 11.2376 11.5674 4.68456 0 -9.15725e-05 4.1759e-05 3.20156e-05 -37.5387 1 0 0 5.85642e-06 1.80821e-06 8.63247e-07
6600 148.765 0.0251295 1.80186e-05 1.3079e-05 8.84364e-07 4.05523e-06 1.08576e-10 0.00197964 0.274838 2.28166 1.4517 2.31348 2.24752 0.936913 -8.36379 11.2376 11.5674 4.68456 0 -9.15325e-05 4.16244e-05 3.20902e-05 -37.5386 1 0 0 5.86233e-06 1.81229e-06 8.62165e-07
6605 148.891 0.0251295 1.80175e-05 1.30893e-05 8.8719e-07 4.04104e-06 1.08133e-10 0.00197964 0.274838 2.28166 1.4517 2.31348 2.24752 0.936913 -8.36378 11.2376 11.5674 4.68456 0 -9.14928e-05 4.14898e-05 3.21648e-05 -37.5386 1 0 0 5.86827e-06 1.81638e-06 8.61092e-07
6610 149.017 0.0251295 1.80166e-05 1.30996e-05 8.90026e-07 4.02692e-06 1.07691e-10 0.00197964 0.274837 2.28166 1.4517 2.31348 2.24751 0.936914 -8.36377 11.2376 11.5674 4.68457 0 -9.14534e-05 4.13555e-05 3.22396e-05 -37.5386 1 0 0 5.87423e-06 1.82049e-06 8.6003e-07
6615 149.142 0.0251295 1.80158e-05 1.311e-05 8.92872e-07 4.01288e-06 1.07252e-10 0.00197964 0.274838 2.28166 1.4517 2.31348 2.24751 0.936915 -8.36377 11.2376 11.5674 4.68457 0 -9.14144e-05 4.12213e-05 3.23145e-05 -37.5385 1 0 0 5.88021e-06 1.8246e-06 8.58977e-07
6620 149.268 0.0251295 1.80151e-05 1.31204e-05 8.95728e-07 3.99891e-06 1.06815e-10 0.00197964 0.274838 2.28166 1.4517 2.31348 2.24751 0.936916 -8.36376 11.2376 11.5674 4.68458 0 -9.13758e-05 4.10874e-05 3.23895e-05 -37.5385 1 0 0 5.88622e-06 1.82871e-06 8.57935e-07
6625 149.394 0.0251295 1.80146e-05 1.3131e-05 8.98593e-07 3.98502e-06 1.06381e-10 0.00197964 0.274837 2.28166 1.4517 2.31348 2.24751 0.936917 -8.36375 11.2375 11.5674 4.68458 0 -9.13375e-05 4.09535e-05 3.24646e-05 -37.5385 1 0 0 5.89225e-06 1.83284e-06 8.56902e-07
6630 149.519 0.0251295 1.80142e-05 1.31415e-05 9.01469e-07 3.97119e-06 1.05948e-10 0.00197964 0.274837 2.28166 1.4517 2.31348 2.2475 0.936917 -8.36374 11.2375 11.5674 4.68458 0 -9.12996e-05 4.08199e-05 3.25398e-05 -37.5384 1 0 0 5.8983e-06 1.83698e-06 8.55879e-07
6635 149.645 0.0251295 1.8014e-05 1.31522e-05 9.04355e-07 3.95744e-06 1.05518e-10 0.00197964 0.274837 2.28166 1.4517 2.31348 2.2475 0.936918 -8.36374 11.2375 11.5674 4.68459 0 -9.1262e-05 4.06864e-05 3.2615e-05 -37.5384 1 0 0 5.90437e-06 1.84112e-06 8.54865e-07
6640 149.771 0.0251295 1.80139e-05 1.31629e-05 9.07251e-07 3.94376e-06 1.0509e-10 0.00197964 0.274837 2.28166 1.4517 2.31348 2.2475 0.936919 -8.36373 11.2375 11.5674 4.68459 0 -9.12248e-05 4.0553e-05 3.26904e-05 -37.5384 1 0 0 5.91047e-06 1.84527e-06 8.53862e-07
6645 149.896 0.0251295 1.80139e-05 1.31736e-05 9.10157e-07 3.93014e-06 1.04665e-10 0.00197964 0.274838 2.28166 1.4517 2.31349 2.2475 0.93692 -8.36372 11.2375 11.5674 4.6846 0 -9.11879e-05 4.04199e-05 3.27659e-05 -37.5383 1 0 0 5.91659e-06 1.84944e-06 8.52868e-07
6650 150.022 0.0251295 1.80141e-05 1.31844e-05 9.13073e-07 3.9166e-06 1.04241e-10 0.00197964 0.274837 2.28166 1.4517 2.31349 2.24749 0.936921 -8.36372 11.2375 11.5674 4.6846 0 -9.11514e-05 4.02869e-05 3.28415e-05 -37.5383 1 0 0 5.92274e-06 1.85361e-06 8.51883e-07
6655 150.148 0.0251295 1.80144e-05 1.31953e-05 9.15999e-07 3.90313e-06 1.0382e-10 0.00197964 0.274838 2.28166 1.4517 2.31349 2.24749 0.936922 -8.36371 11.2375 11.5674 4.6846 0 -9.11152e-05 4.01541e-05 3.29172e-05 -37.5383 1 0 0 5.92891e-06 1.85778e-06 8.50908e-07
6660 150.273 0.0251295 1.80149e-05 1.32063e-05 9.18936e-07 3.88973e-06 1.03401e-10 0.00197964 0.274837 2.28166 1.4517 2.31349 2.24749 0.936922 -8.3637 11.2375 11.5674 4.68461 0 -9.10794e-05 4.00214e-05 3.2993e-05 -37.5382 1 0 0 5.9351e-06 1.86197e-06 8.49943e-07
6665 150.399 0.0251295 1.80155e-05 1.32173e-05 9.21882e-07 3.8764e-06 1.02984e-10 0.00197964 0.274838 2.28166 1.4517 2.31349 2.24749 0.936923 -8.36369 11.2375 11.5674 4.68461 0 -9.10439e-05 3.98889e-05 3.3069e-05 -37.5382 1 0 0 5.94131e-06 1.86617e-06 8.48987e-07
6670 150.525 0.0251295 1.80163e-05 1.32283e-05 9.24839e-07 3.86313e-06 1.02569e-10 0.00197964 0.274837 2.28166 1.4517 2.31349 2.24749 0.936924 -8.36369 11.2374 11.5674 4.68462 0 -9.10088e-05 3.97566e-05 3.3145e-05 -37.5382 1 0 0 5.94754e-06 1.87037e-06 8.4804e-07
6675 150.65 0.0251295 1.80172e-05 1.32394e-05 9.27806e-07 3.84994e-06 1.02157e-10 0.00197964 0.274838 2.28166 1.4517 2.31349 2.24748 0.936925 -8.36368 11.2374 11.5674 4.68462 0 -9.0974e-05 3.96244e-05 3.32211e-05 -37.5381 1 0 0 5.9538e-06 1.87459e-06 8.47102e-07
6680 150.776 0.0251295 1.80182e-05 1.32506e-05 9.30783e-07 3.83681e-06 1.01746e-10 0.00197963 0.274838 2.28166 1.4517 2.31349 2.24748 0.936926 -8.36367 11.2374 11.5675 4.68463 0 -9.09396e-05 3.94924e-05 3.32973e-05 -37.5381 1 0 0 5.96008e-06 1.87881e-06 8.46174e-07
6685 150.902 0.0251295 1.80194e-05 1.32619e-05 9.33771e-07 3.82376e-06 1.01338e-10 0.00197963 0.274838 2.28166 1.4517 2.31349 2.24748 0.936927 -8.36367 11.2374 11.5675 4.68463 0 -9.09055e-05 3.93606e-05 3.33736e-05 -37.5381 1 0 0 5.96638e-06 1.88304e-06 8.45255e-07
6690 151.027 0.0251295 1.80207e-05 1.32732e-05 9.36768e-07 3.81077e-06 1.00932e-10 0.00197963 0.274837 2.28166 1.4517 2.31349 2.24748 0.936927 -8.36366 11.2374 11.5675 4.68463 0 -9.08718e-05 3.92289e-05 3.345e-05 -37.538 1 0 0 5.97271e-06 1.88728e-06 8.44345e-07
6695 151.153 0.0251295 1.80222e-05 1.32846e-05 9.39777e-07 3.79784e-06 1.00528e-10 0.00197963 0.274838 2.28166 1.4517 2.3135 2.24747 0.936928 -8.36365 11.2374 11.5675 4.68464 0 -9.08384e-05 3.90974e-05 3.35265e-05 -37.538 1 0 0 5.97905e-06 1.89152e-06 8.43445e-07
6700 151.278 0.0251295 1.80238e-05 1.3296e-05 9.42795e-07 3.78499e-06 1.00126e-10 0.00197963 0.274838 2.28166 1.4517 2.3135 2.24747 0.936929 -8.36364 11.2374 11.5675 4.68464 0 -9.08053e-05 3.89661e-05 3.36032e-05 -37.538 1 0 0 5.98542e-06 1.89578e-06 8.42553e-07
6705 151.404 0.0251295 1.80255e-05 1.33075e-05 9.45824e-07 3.7722e-06 9.97258e-11 0.00197963 0.274837 2.28166 1.4517 2.3135 2.24747 0.93693 -8.36364 11.2374 11.5675 4.68465 0 -9.07726e-05 3.88349e-05 3.36799e-05 -37.5379 1 0 0 5.99181e-06 1.90005e-06 8.4167e-07
6710 151.53 0.0251295 1.80274e-05 1.3319e-05 9.48863e-07 3.75947e-06 9.9328e-11 0.00197963 0.274837 2.28166 1.4517 2.3135 2.24747 0.936931 -8.36363 11.2374 11.5675 4.68465 0 -9.07403e-05 3.87039e-05 3.37567e-05 -37.5379 1 0 0 5.99823e-06 1.90432e-06 8.40797e-07
6715 151.655 0.0251295 1.80294e-05 1.33306e-05 9.51913e-07 3.74682e-06 9.89322e-11 0.00197963 0.274838 2.28166 1.4517 2.3135 2.24746 0.936932 -8.36362 11.2373 11.5675 4.68465 0 -9.07083e-05 3.8573e-05 3.38336e-05 -37.5379 1 0 0 6.00466e-06 1.9086e-06 8.39932e-07
6720 151.781 0.0251295 1.80315e-05 1.33423e-05 9.54973e-07 3.73422e-06 9.85384e-11 0.00197963 0.274837 2.28166 1.4517 2.3135 2.24746 0.936932 -8.36362 11.2373 11.5675 4.68466 0 -9.06766e-05 3.84424e-05 3.39107e-05 -37.5378 1 0 0 6.01112e-06 1.91289e-06 8.39076e-07
6725 151.907 0.0251295 1.80338e-05 1.3354e-05 9.58044e-07 3.7217e-06 9.81467e-11 0.00197963 0.274837 2.28166 1.4517 2.3135 2.24746 0.936933 -8.36361 11.2373 11.5675 4.68466 0 -9.06453e-05 3.83119e-05 3.39878e-05 -37.5378 1 0 0 6.0176e-06 1.91719e-06 8.38229e-07
6730 152.032 0.0251295 1.80362e-05 1.33658e-05 9.61125e-07 3.70924e-06 9.7757e-11 0.00197963 0.274838 2.28166 1.4517 2.3135 2.24746 0.936934 -8.3636 11.2373 11.5675 4.68467 0 -9.06143e-05 3.81815e-05 3.4065e-05 -37.5378 1 0 0 6.0241e-06 1.9215e-06 8.3739e-07
6735 152.158 0.0251295 1.80387e-05 1.33777e-05 9.64217e-07 3.69684e-06 9.73693e-11 0.00197963 0.274837 2.28166 1.4517 2.3135 2.24746 0.936935 -8.36359 11.2373 11.5675 4.68467 0 -9.05837e-05 3.80513e-05 3.41424e-05 -37.5378 1 0 0 6.03062e-06 1.92581e-06 8.3656e-07
6740 152.284 0.0251295 1.80414e-05 1.33896e-05 9.67319e-07 3.68451e-06 9.69836e-11 0.00197963 0.274838 2.28166 1.4517 2.3135 2.24745 0.936936 -8.36359 11.2373 11.5675 4.68468 0 -9.05534e-05 3.79213e-05 3.42198e-05 -37.5377 1 0 0 6.03717e-06 1.93014e-06 8.35739e-07
6745 152.409 0.0251295 1.80442e-05 1.34016e-05 9.70432e-07 3.67224e-06 9.65999e-11 0.00197963 0.274837 2.28166 1.4517 2.31351 2.24745 0.936937 -8.36358 11.2373 11.5675 4.68468 0 -9.05234e-05 3.77914e-05 3.42973e-05 -37.5377 1 0 0 6.04373e-06 1.93447e-06 8.34927e-07
